date,total_cases,date_parsed,day,month,year
10/15/2001,76,2001-10-15,15,10,2001
10/16/2001,72,2001-10-16,16,10,2001
10/17/2001,59,2001-10-17,17,10,2001
10/18/2001,68,2001-10-18,18,10,2001
10/19/2001,46,2001-10-19,19,10,2001
10/20/2001,2,2001-10-20,20,10,2001
10/21/2001,3,2001-10-21,21,10,2001
10/22/2001,84,2001-10-22,22,10,2001
10/23/2001,67,2001-10-23,23,10,2001
10/24/2001,48,2001-10-24,24,10,2001
10/25/2001,46,2001-10-25,25,10,2001
10/26/2001,44,2001-10-26,26,10,2001
10/27/2001,3,2001-10-27,27,10,2001
10/28/2001,6,2001-10-28,28,10,2001
10/29/2001,58,2001-10-29,29,10,2001
10/30/2001,61,2001-10-30,30,10,2001
10/31/2001,53,2001-10-31,31,10,2001
11/1/2001,36,2001-11-01,1,11,2001
11/2/2001,1,2001-11-02,2,11,2001
11/3/2001,4,2001-11-03,3,11,2001
11/4/2001,9,2001-11-04,4,11,2001
11/5/2001,87,2001-11-05,5,11,2001
11/6/2001,77,2001-11-06,6,11,2001
11/7/2001,57,2001-11-07,7,11,2001
11/8/2001,49,2001-11-08,8,11,2001
11/9/2001,50,2001-11-09,9,11,2001
11/10/2001,7,2001-11-10,10,11,2001
11/11/2001,4,2001-11-11,11,11,2001
11/12/2001,65,2001-11-12,12,11,2001
11/13/2001,40,2001-11-13,13,11,2001
11/14/2001,35,2001-11-14,14,11,2001
11/15/2001,3,2001-11-15,15,11,2001
11/16/2001,11,2001-11-16,16,11,2001
11/17/2001,3,2001-11-17,17,11,2001
11/18/2001,4,2001-11-18,18,11,2001
11/19/2001,74,2001-11-19,19,11,2001
11/20/2001,44,2001-11-20,20,11,2001
11/21/2001,48,2001-11-21,21,11,2001
11/22/2001,48,2001-11-22,22,11,2001
11/23/2001,51,2001-11-23,23,11,2001
11/24/2001,5,2001-11-24,24,11,2001
11/25/2001,10,2001-11-25,25,11,2001
11/26/2001,70,2001-11-26,26,11,2001
11/27/2001,58,2001-11-27,27,11,2001
11/28/2001,53,2001-11-28,28,11,2001
11/29/2001,44,2001-11-29,29,11,2001
11/30/2001,35,2001-11-30,30,11,2001
12/1/2001,6,2001-12-01,1,12,2001
12/3/2001,106,2001-12-03,3,12,2001
12/4/2001,58,2001-12-04,4,12,2001
12/5/2001,64,2001-12-05,5,12,2001
12/6/2001,29,2001-12-06,6,12,2001
12/7/2001,37,2001-12-07,7,12,2001
12/8/2001,3,2001-12-08,8,12,2001
12/9/2001,3,2001-12-09,9,12,2001
12/10/2001,60,2001-12-10,10,12,2001
12/11/2001,55,2001-12-11,11,12,2001
12/12/2001,53,2001-12-12,12,12,2001
12/13/2001,41,2001-12-13,13,12,2001
12/14/2001,47,2001-12-14,14,12,2001
12/15/2001,5,2001-12-15,15,12,2001
12/16/2001,6,2001-12-16,16,12,2001
12/17/2001,75,2001-12-17,17,12,2001
12/18/2001,67,2001-12-18,18,12,2001
12/19/2001,45,2001-12-19,19,12,2001
12/20/2001,54,2001-12-20,20,12,2001
12/21/2001,52,2001-12-21,21,12,2001
12/22/2001,5,2001-12-22,22,12,2001
12/23/2001,6,2001-12-23,23,12,2001
12/24/2001,24,2001-12-24,24,12,2001
12/25/2001,3,2001-12-25,25,12,2001
12/26/2001,60,2001-12-26,26,12,2001
12/27/2001,70,2001-12-27,27,12,2001
12/28/2001,64,2001-12-28,28,12,2001
12/29/2001,13,2001-12-29,29,12,2001
12/30/2001,7,2001-12-30,30,12,2001
12/31/2001,12,2001-12-31,31,12,2001
1/1/2002,7,2002-01-01,1,1,2002
1/2/2002,68,2002-01-02,2,1,2002
1/3/2002,81,2002-01-03,3,1,2002
1/4/2002,54,2002-01-04,4,1,2002
1/5/2002,9,2002-01-05,5,1,2002
1/6/2002,7,2002-01-06,6,1,2002
1/7/2002,108,2002-01-07,7,1,2002
1/8/2002,107,2002-01-08,8,1,2002
1/9/2002,94,2002-01-09,9,1,2002
1/10/2002,98,2002-01-10,10,1,2002
1/11/2002,99,2002-01-11,11,1,2002
1/12/2002,15,2002-01-12,12,1,2002
1/13/2002,12,2002-01-13,13,1,2002
1/14/2002,157,2002-01-14,14,1,2002
1/15/2002,106,2002-01-15,15,1,2002
1/16/2002,104,2002-01-16,16,1,2002
1/17/2002,144,2002-01-17,17,1,2002
1/18/2002,175,2002-01-18,18,1,2002
1/19/2002,35,2002-01-19,19,1,2002
1/20/2002,38,2002-01-20,20,1,2002
1/21/2002,269,2002-01-21,21,1,2002
1/22/2002,254,2002-01-22,22,1,2002
1/23/2002,316,2002-01-23,23,1,2002
1/24/2002,283,2002-01-24,24,1,2002
1/25/2002,213,2002-01-25,25,1,2002
1/26/2002,30,2002-01-26,26,1,2002
1/27/2002,31,2002-01-27,27,1,2002
1/28/2002,347,2002-01-28,28,1,2002
1/29/2002,315,2002-01-29,29,1,2002
1/30/2002,335,2002-01-30,30,1,2002
1/31/2002,342,2002-01-31,31,1,2002
2/1/2002,335,2002-02-01,1,2,2002
2/2/2002,75,2002-02-02,2,2,2002
2/3/2002,57,2002-02-03,3,2,2002
2/4/2002,604,2002-02-04,4,2,2002
2/5/2002,520,2002-02-05,5,2,2002
2/6/2002,462,2002-02-06,6,2,2002
2/7/2002,476,2002-02-07,7,2,2002
2/8/2002,518,2002-02-08,8,2,2002
2/9/2002,81,2002-02-09,9,2,2002
2/10/2002,67,2002-02-10,10,2,2002
2/11/2002,130,2002-02-11,11,2,2002
2/12/2002,100,2002-02-12,12,2,2002
2/13/2002,418,2002-02-13,13,2,2002
2/14/2002,856,2002-02-14,14,2,2002
2/15/2002,706,2002-02-15,15,2,2002
2/16/2002,159,2002-02-16,16,2,2002
2/17/2002,127,2002-02-17,17,2,2002
2/18/2002,1061,2002-02-18,18,2,2002
2/19/2002,1013,2002-02-19,19,2,2002
2/20/2002,1053,2002-02-20,20,2,2002
2/21/2002,997,2002-02-21,21,2,2002
2/22/2002,1117,2002-02-22,22,2,2002
2/23/2002,233,2002-02-23,23,2,2002
2/24/2002,201,2002-02-24,24,2,2002
2/25/2002,1806,2002-02-25,25,2,2002
2/26/2002,1573,2002-02-26,26,2,2002
2/27/2002,1516,2002-02-27,27,2,2002
2/28/2002,1457,2002-02-28,28,2,2002
3/1/2002,1343,2002-03-01,1,3,2002
3/2/2002,250,2002-03-02,2,3,2002
3/3/2002,255,2002-03-03,3,3,2002
3/4/2002,1925,2002-03-04,4,3,2002
3/5/2002,1457,2002-03-05,5,3,2002
3/6/2002,1307,2002-03-06,6,3,2002
3/7/2002,1397,2002-03-07,7,3,2002
3/8/2002,1326,2002-03-08,8,3,2002
3/9/2002,265,2002-03-09,9,3,2002
3/10/2002,210,2002-03-10,10,3,2002
3/11/2002,1670,2002-03-11,11,3,2002
3/12/2002,1316,2002-03-12,12,3,2002
3/13/2002,1099,2002-03-13,13,3,2002
3/14/2002,1271,2002-03-14,14,3,2002
3/15/2002,1195,2002-03-15,15,3,2002
3/16/2002,242,2002-03-16,16,3,2002
3/17/2002,238,2002-03-17,17,3,2002
3/18/2002,1596,2002-03-18,18,3,2002
3/19/2002,1310,2002-03-19,19,3,2002
3/20/2002,1224,2002-03-20,20,3,2002
3/21/2002,1052,2002-03-21,21,3,2002
3/22/2002,1176,2002-03-22,22,3,2002
3/23/2002,268,2002-03-23,23,3,2002
3/24/2002,212,2002-03-24,24,3,2002
3/25/2002,1489,2002-03-25,25,3,2002
3/26/2002,1286,2002-03-26,26,3,2002
3/27/2002,1046,2002-03-27,27,3,2002
3/28/2002,796,2002-03-28,28,3,2002
3/29/2002,317,2002-03-29,29,3,2002
3/30/2002,292,2002-03-30,30,3,2002
3/31/2002,250,2002-03-31,31,3,2002
4/1/2002,1537,2002-04-01,1,4,2002
4/2/2002,1182,2002-04-02,2,4,2002
4/3/2002,953,2002-04-03,3,4,2002
4/4/2002,967,2002-04-04,4,4,2002
4/5/2002,910,2002-04-05,5,4,2002
4/6/2002,301,2002-04-06,6,4,2002
4/7/2002,233,2002-04-07,7,4,2002
4/8/2002,1237,2002-04-08,8,4,2002
4/9/2002,979,2002-04-09,9,4,2002
4/10/2002,953,2002-04-10,10,4,2002
4/11/2002,925,2002-04-11,11,4,2002
4/12/2002,838,2002-04-12,12,4,2002
4/13/2002,249,2002-04-13,13,4,2002
4/14/2002,215,2002-04-14,14,4,2002
4/15/2002,1022,2002-04-15,15,4,2002
4/16/2002,757,2002-04-16,16,4,2002
4/17/2002,716,2002-04-17,17,4,2002
4/18/2002,766,2002-04-18,18,4,2002
4/19/2002,616,2002-04-19,19,4,2002
4/20/2002,237,2002-04-20,20,4,2002
4/21/2002,236,2002-04-21,21,4,2002
4/22/2002,882,2002-04-22,22,4,2002
4/23/2002,726,2002-04-23,23,4,2002
4/24/2002,750,2002-04-24,24,4,2002
4/25/2002,729,2002-04-25,25,4,2002
4/26/2002,595,2002-04-26,26,4,2002
4/27/2002,141,2002-04-27,27,4,2002
4/28/2002,203,2002-04-28,28,4,2002
4/29/2002,867,2002-04-29,29,4,2002
4/30/2002,674,2002-04-30,30,4,2002
5/1/2002,155,2002-05-01,1,5,2002
5/2/2002,671,2002-05-02,2,5,2002
5/3/2002,545,2002-05-03,3,5,2002
5/4/2002,139,2002-05-04,4,5,2002
5/5/2002,160,2002-05-05,5,5,2002
5/6/2002,793,2002-05-06,6,5,2002
5/7/2002,567,2002-05-07,7,5,2002
5/8/2002,490,2002-05-08,8,5,2002
5/9/2002,501,2002-05-09,9,5,2002
5/10/2002,472,2002-05-10,10,5,2002
5/11/2002,191,2002-05-11,11,5,2002
5/12/2002,152,2002-05-12,12,5,2002
5/13/2002,656,2002-05-13,13,5,2002
5/14/2002,524,2002-05-14,14,5,2002
5/15/2002,505,2002-05-15,15,5,2002
5/16/2002,544,2002-05-16,16,5,2002
5/17/2002,450,2002-05-17,17,5,2002
5/18/2002,151,2002-05-18,18,5,2002
5/19/2002,132,2002-05-19,19,5,2002
5/20/2002,619,2002-05-20,20,5,2002
5/21/2002,432,2002-05-21,21,5,2002
5/22/2002,347,2002-05-22,22,5,2002
5/23/2002,361,2002-05-23,23,5,2002
5/24/2002,295,2002-05-24,24,5,2002
5/25/2002,140,2002-05-25,25,5,2002
5/26/2002,128,2002-05-26,26,5,2002
5/27/2002,414,2002-05-27,27,5,2002
5/28/2002,342,2002-05-28,28,5,2002
5/29/2002,250,2002-05-29,29,5,2002
5/30/2002,122,2002-05-30,30,5,2002
5/31/2002,158,2002-05-31,31,5,2002
6/1/2002,98,2002-06-01,1,6,2002
6/2/2002,73,2002-06-02,2,6,2002
6/3/2002,324,2002-06-03,3,6,2002
6/4/2002,282,2002-06-04,4,6,2002
6/5/2002,222,2002-06-05,5,6,2002
6/6/2002,216,2002-06-06,6,6,2002
6/7/2002,215,2002-06-07,7,6,2002
6/8/2002,72,2002-06-08,8,6,2002
6/9/2002,63,2002-06-09,9,6,2002
6/10/2002,287,2002-06-10,10,6,2002
6/11/2002,248,2002-06-11,11,6,2002
6/12/2002,198,2002-06-12,12,6,2002
6/13/2002,193,2002-06-13,13,6,2002
6/14/2002,159,2002-06-14,14,6,2002
6/15/2002,75,2002-06-15,15,6,2002
6/16/2002,42,2002-06-16,16,6,2002
6/17/2002,190,2002-06-17,17,6,2002
6/18/2002,177,2002-06-18,18,6,2002
6/19/2002,192,2002-06-19,19,6,2002
6/20/2002,191,2002-06-20,20,6,2002
6/21/2002,125,2002-06-21,21,6,2002
6/22/2002,25,2002-06-22,22,6,2002
6/23/2002,34,2002-06-23,23,6,2002
6/24/2002,174,2002-06-24,24,6,2002
6/25/2002,131,2002-06-25,25,6,2002
6/26/2002,65,2002-06-26,26,6,2002
6/27/2002,136,2002-06-27,27,6,2002
6/28/2002,115,2002-06-28,28,6,2002
6/29/2002,22,2002-06-29,29,6,2002
6/30/2002,26,2002-06-30,30,6,2002
7/1/2002,114,2002-07-01,1,7,2002
7/2/2002,119,2002-07-02,2,7,2002
7/3/2002,89,2002-07-03,3,7,2002
7/4/2002,93,2002-07-04,4,7,2002
7/5/2002,94,2002-07-05,5,7,2002
7/6/2002,22,2002-07-06,6,7,2002
7/7/2002,16,2002-07-07,7,7,2002
7/8/2002,61,2002-07-08,8,7,2002
7/9/2002,13,2002-07-09,9,7,2002
7/10/2002,88,2002-07-10,10,7,2002
7/11/2002,67,2002-07-11,11,7,2002
7/12/2002,55,2002-07-12,12,7,2002
7/13/2002,9,2002-07-13,13,7,2002
7/14/2002,7,2002-07-14,14,7,2002
7/15/2002,66,2002-07-15,15,7,2002
7/16/2002,38,2002-07-16,16,7,2002
7/17/2002,39,2002-07-17,17,7,2002
7/18/2002,50,2002-07-18,18,7,2002
7/19/2002,43,2002-07-19,19,7,2002
7/20/2002,9,2002-07-20,20,7,2002
7/21/2002,4,2002-07-21,21,7,2002
7/22/2002,49,2002-07-22,22,7,2002
7/23/2002,38,2002-07-23,23,7,2002
7/24/2002,33,2002-07-24,24,7,2002
7/25/2002,32,2002-07-25,25,7,2002
7/26/2002,35,2002-07-26,26,7,2002
7/27/2002,12,2002-07-27,27,7,2002
7/28/2002,10,2002-07-28,28,7,2002
7/29/2002,57,2002-07-29,29,7,2002
7/30/2002,44,2002-07-30,30,7,2002
7/31/2002,43,2002-07-31,31,7,2002
8/1/2002,38,2002-08-01,1,8,2002
8/2/2002,32,2002-08-02,2,8,2002
8/3/2002,2,2002-08-03,3,8,2002
8/4/2002,5,2002-08-04,4,8,2002
8/5/2002,50,2002-08-05,5,8,2002
8/6/2002,52,2002-08-06,6,8,2002
8/7/2002,54,2002-08-07,7,8,2002
8/8/2002,65,2002-08-08,8,8,2002
8/9/2002,55,2002-08-09,9,8,2002
8/10/2002,3,2002-08-10,10,8,2002
8/11/2002,3,2002-08-11,11,8,2002
8/12/2002,71,2002-08-12,12,8,2002
8/13/2002,67,2002-08-13,13,8,2002
8/14/2002,53,2002-08-14,14,8,2002
8/15/2002,51,2002-08-15,15,8,2002
8/16/2002,47,2002-08-16,16,8,2002
8/17/2002,8,2002-08-17,17,8,2002
8/18/2002,7,2002-08-18,18,8,2002
8/19/2002,69,2002-08-19,19,8,2002
8/20/2002,77,2002-08-20,20,8,2002
8/21/2002,71,2002-08-21,21,8,2002
8/22/2002,66,2002-08-22,22,8,2002
8/23/2002,65,2002-08-23,23,8,2002
8/24/2002,7,2002-08-24,24,8,2002
8/25/2002,9,2002-08-25,25,8,2002
8/26/2002,63,2002-08-26,26,8,2002
8/27/2002,44,2002-08-27,27,8,2002
8/28/2002,67,2002-08-28,28,8,2002
8/29/2002,52,2002-08-29,29,8,2002
8/30/2002,35,2002-08-30,30,8,2002
8/31/2002,4,2002-08-31,31,8,2002
9/1/2002,6,2002-09-01,1,9,2002
9/2/2002,50,2002-09-02,2,9,2002
9/3/2002,40,2002-09-03,3,9,2002
9/4/2002,23,2002-09-04,4,9,2002
9/5/2002,30,2002-09-05,5,9,2002
9/6/2002,38,2002-09-06,6,9,2002
9/7/2002,2,2002-09-07,7,9,2002
9/8/2002,2,2002-09-08,8,9,2002
9/9/2002,51,2002-09-09,9,9,2002
9/10/2002,57,2002-09-10,10,9,2002
9/11/2002,34,2002-09-11,11,9,2002
9/12/2002,46,2002-09-12,12,9,2002
9/13/2002,35,2002-09-13,13,9,2002
9/14/2002,1,2002-09-14,14,9,2002
9/15/2002,3,2002-09-15,15,9,2002
9/16/2002,39,2002-09-16,16,9,2002
9/17/2002,38,2002-09-17,17,9,2002
9/18/2002,30,2002-09-18,18,9,2002
9/19/2002,50,2002-09-19,19,9,2002
9/20/2002,36,2002-09-20,20,9,2002
9/21/2002,5,2002-09-21,21,9,2002
9/22/2002,3,2002-09-22,22,9,2002
9/23/2002,28,2002-09-23,23,9,2002
9/24/2002,23,2002-09-24,24,9,2002
9/25/2002,25,2002-09-25,25,9,2002
9/26/2002,33,2002-09-26,26,9,2002
9/27/2002,24,2002-09-27,27,9,2002
9/28/2002,3,2002-09-28,28,9,2002
9/30/2002,27,2002-09-30,30,9,2002
10/1/2002,40,2002-10-01,1,10,2002
10/2/2002,23,2002-10-02,2,10,2002
10/3/2002,25,2002-10-03,3,10,2002
10/4/2002,23,2002-10-04,4,10,2002
10/5/2002,5,2002-10-05,5,10,2002
10/6/2002,5,2002-10-06,6,10,2002
10/7/2002,28,2002-10-07,7,10,2002
10/8/2002,20,2002-10-08,8,10,2002
10/9/2002,32,2002-10-09,9,10,2002
10/10/2002,25,2002-10-10,10,10,2002
10/11/2002,29,2002-10-11,11,10,2002
10/12/2002,5,2002-10-12,12,10,2002
10/13/2002,3,2002-10-13,13,10,2002
10/14/2002,23,2002-10-14,14,10,2002
10/15/2002,37,2002-10-15,15,10,2002
10/16/2002,26,2002-10-16,16,10,2002
10/17/2002,29,2002-10-17,17,10,2002
10/18/2002,25,2002-10-18,18,10,2002
10/20/2002,1,2002-10-20,20,10,2002
10/21/2002,35,2002-10-21,21,10,2002
10/22/2002,26,2002-10-22,22,10,2002
10/23/2002,28,2002-10-23,23,10,2002
10/24/2002,29,2002-10-24,24,10,2002
10/25/2002,27,2002-10-25,25,10,2002
10/26/2002,1,2002-10-26,26,10,2002
10/27/2002,2,2002-10-27,27,10,2002
10/28/2002,11,2002-10-28,28,10,2002
10/29/2002,42,2002-10-29,29,10,2002
10/30/2002,32,2002-10-30,30,10,2002
10/31/2002,31,2002-10-31,31,10,2002
11/1/2002,18,2002-11-01,1,11,2002
11/2/2002,4,2002-11-02,2,11,2002
11/3/2002,1,2002-11-03,3,11,2002
11/4/2002,46,2002-11-04,4,11,2002
11/5/2002,38,2002-11-05,5,11,2002
11/6/2002,25,2002-11-06,6,11,2002
11/7/2002,55,2002-11-07,7,11,2002
11/8/2002,33,2002-11-08,8,11,2002
11/9/2002,2,2002-11-09,9,11,2002
11/10/2002,5,2002-11-10,10,11,2002
11/11/2002,49,2002-11-11,11,11,2002
11/12/2002,30,2002-11-12,12,11,2002
11/13/2002,22,2002-11-13,13,11,2002
11/14/2002,44,2002-11-14,14,11,2002
11/15/2002,5,2002-11-15,15,11,2002
11/16/2002,5,2002-11-16,16,11,2002
11/17/2002,5,2002-11-17,17,11,2002
11/18/2002,68,2002-11-18,18,11,2002
11/19/2002,43,2002-11-19,19,11,2002
11/20/2002,47,2002-11-20,20,11,2002
11/21/2002,49,2002-11-21,21,11,2002
11/22/2002,52,2002-11-22,22,11,2002
11/23/2002,5,2002-11-23,23,11,2002
11/24/2002,8,2002-11-24,24,11,2002
11/25/2002,109,2002-11-25,25,11,2002
11/26/2002,64,2002-11-26,26,11,2002
11/27/2002,67,2002-11-27,27,11,2002
11/28/2002,54,2002-11-28,28,11,2002
11/29/2002,64,2002-11-29,29,11,2002
11/30/2002,10,2002-11-30,30,11,2002
12/1/2002,5,2002-12-01,1,12,2002
12/2/2002,99,2002-12-02,2,12,2002
12/3/2002,86,2002-12-03,3,12,2002
12/4/2002,87,2002-12-04,4,12,2002
12/5/2002,75,2002-12-05,5,12,2002
12/6/2002,77,2002-12-06,6,12,2002
12/7/2002,12,2002-12-07,7,12,2002
12/8/2002,8,2002-12-08,8,12,2002
12/9/2002,87,2002-12-09,9,12,2002
12/10/2002,66,2002-12-10,10,12,2002
12/11/2002,69,2002-12-11,11,12,2002
12/12/2002,53,2002-12-12,12,12,2002
12/13/2002,69,2002-12-13,13,12,2002
12/14/2002,8,2002-12-14,14,12,2002
12/15/2002,4,2002-12-15,15,12,2002
12/16/2002,80,2002-12-16,16,12,2002
12/17/2002,74,2002-12-17,17,12,2002
12/18/2002,67,2002-12-18,18,12,2002
12/19/2002,54,2002-12-19,19,12,2002
12/20/2002,73,2002-12-20,20,12,2002
12/21/2002,3,2002-12-21,21,12,2002
12/22/2002,5,2002-12-22,22,12,2002
12/23/2002,79,2002-12-23,23,12,2002
12/24/2002,20,2002-12-24,24,12,2002
12/25/2002,9,2002-12-25,25,12,2002
12/26/2002,62,2002-12-26,26,12,2002
12/27/2002,67,2002-12-27,27,12,2002
12/28/2002,7,2002-12-28,28,12,2002
12/29/2002,11,2002-12-29,29,12,2002
12/30/2002,92,2002-12-30,30,12,2002
12/31/2002,30,2002-12-31,31,12,2002
1/1/2003,13,2003-01-01,1,1,2003
1/2/2003,82,2003-01-02,2,1,2003
1/3/2003,101,2003-01-03,3,1,2003
1/4/2003,16,2003-01-04,4,1,2003
1/5/2003,17,2003-01-05,5,1,2003
1/6/2003,176,2003-01-06,6,1,2003
1/7/2003,123,2003-01-07,7,1,2003
1/8/2003,109,2003-01-08,8,1,2003
1/9/2003,148,2003-01-09,9,1,2003
1/10/2003,122,2003-01-10,10,1,2003
1/11/2003,27,2003-01-11,11,1,2003
1/12/2003,16,2003-01-12,12,1,2003
1/13/2003,218,2003-01-13,13,1,2003
1/14/2003,155,2003-01-14,14,1,2003
1/15/2003,204,2003-01-15,15,1,2003
1/16/2003,152,2003-01-16,16,1,2003
1/17/2003,212,2003-01-17,17,1,2003
1/18/2003,38,2003-01-18,18,1,2003
1/19/2003,37,2003-01-19,19,1,2003
1/20/2003,237,2003-01-20,20,1,2003
1/21/2003,257,2003-01-21,21,1,2003
1/22/2003,209,2003-01-22,22,1,2003
1/23/2003,185,2003-01-23,23,1,2003
1/24/2003,209,2003-01-24,24,1,2003
1/25/2003,35,2003-01-25,25,1,2003
1/26/2003,39,2003-01-26,26,1,2003
1/27/2003,308,2003-01-27,27,1,2003
1/28/2003,212,2003-01-28,28,1,2003
1/29/2003,230,2003-01-29,29,1,2003
1/30/2003,235,2003-01-30,30,1,2003
1/31/2003,272,2003-01-31,31,1,2003
2/1/2003,52,2003-02-01,1,2,2003
2/2/2003,61,2003-02-02,2,2,2003
2/3/2003,349,2003-02-03,3,2,2003
2/4/2003,279,2003-02-04,4,2,2003
2/5/2003,282,2003-02-05,5,2,2003
2/6/2003,291,2003-02-06,6,2,2003
2/7/2003,300,2003-02-07,7,2,2003
2/8/2003,52,2003-02-08,8,2,2003
2/9/2003,52,2003-02-09,9,2,2003
2/10/2003,407,2003-02-10,10,2,2003
2/11/2003,324,2003-02-11,11,2,2003
2/12/2003,292,2003-02-12,12,2,2003
2/13/2003,287,2003-02-13,13,2,2003
2/14/2003,283,2003-02-14,14,2,2003
2/15/2003,42,2003-02-15,15,2,2003
2/16/2003,33,2003-02-16,16,2,2003
2/17/2003,334,2003-02-17,17,2,2003
2/18/2003,313,2003-02-18,18,2,2003
2/19/2003,355,2003-02-19,19,2,2003
2/20/2003,351,2003-02-20,20,2,2003
2/21/2003,323,2003-02-21,21,2,2003
2/22/2003,54,2003-02-22,22,2,2003
2/23/2003,44,2003-02-23,23,2,2003
2/24/2003,550,2003-02-24,24,2,2003
2/25/2003,391,2003-02-25,25,2,2003
2/26/2003,411,2003-02-26,26,2,2003
2/27/2003,436,2003-02-27,27,2,2003
2/28/2003,349,2003-02-28,28,2,2003
3/1/2003,42,2003-03-01,1,3,2003
3/2/2003,54,2003-03-02,2,3,2003
3/3/2003,76,2003-03-03,3,3,2003
3/4/2003,44,2003-03-04,4,3,2003
3/5/2003,348,2003-03-05,5,3,2003
3/6/2003,570,2003-03-06,6,3,2003
3/7/2003,496,2003-03-07,7,3,2003
3/8/2003,61,2003-03-08,8,3,2003
3/9/2003,42,2003-03-09,9,3,2003
3/10/2003,603,2003-03-10,10,3,2003
3/11/2003,459,2003-03-11,11,3,2003
3/12/2003,495,2003-03-12,12,3,2003
3/13/2003,540,2003-03-13,13,3,2003
3/14/2003,586,2003-03-14,14,3,2003
3/15/2003,53,2003-03-15,15,3,2003
3/16/2003,65,2003-03-16,16,3,2003
3/17/2003,807,2003-03-17,17,3,2003
3/18/2003,600,2003-03-18,18,3,2003
3/19/2003,561,2003-03-19,19,3,2003
3/20/2003,534,2003-03-20,20,3,2003
3/21/2003,520,2003-03-21,21,3,2003
3/22/2003,43,2003-03-22,22,3,2003
3/23/2003,51,2003-03-23,23,3,2003
3/24/2003,630,2003-03-24,24,3,2003
3/25/2003,487,2003-03-25,25,3,2003
3/26/2003,420,2003-03-26,26,3,2003
3/27/2003,475,2003-03-27,27,3,2003
3/28/2003,448,2003-03-28,28,3,2003
3/29/2003,46,2003-03-29,29,3,2003
3/30/2003,53,2003-03-30,30,3,2003
3/31/2003,664,2003-03-31,31,3,2003
4/1/2003,469,2003-04-01,1,4,2003
4/2/2003,480,2003-04-02,2,4,2003
4/3/2003,436,2003-04-03,3,4,2003
4/4/2003,328,2003-04-04,4,4,2003
4/5/2003,42,2003-04-05,5,4,2003
4/6/2003,36,2003-04-06,6,4,2003
4/7/2003,412,2003-04-07,7,4,2003
4/8/2003,339,2003-04-08,8,4,2003
4/9/2003,417,2003-04-09,9,4,2003
4/10/2003,349,2003-04-10,10,4,2003
4/11/2003,359,2003-04-11,11,4,2003
4/12/2003,55,2003-04-12,12,4,2003
4/13/2003,41,2003-04-13,13,4,2003
4/14/2003,426,2003-04-14,14,4,2003
4/15/2003,383,2003-04-15,15,4,2003
4/16/2003,344,2003-04-16,16,4,2003
4/17/2003,180,2003-04-17,17,4,2003
4/18/2003,48,2003-04-18,18,4,2003
4/19/2003,34,2003-04-19,19,4,2003
4/20/2003,38,2003-04-20,20,4,2003
4/21/2003,37,2003-04-21,21,4,2003
4/22/2003,382,2003-04-22,22,4,2003
4/23/2003,331,2003-04-23,23,4,2003
4/24/2003,325,2003-04-24,24,4,2003
4/25/2003,316,2003-04-25,25,4,2003
4/26/2003,40,2003-04-26,26,4,2003
4/27/2003,36,2003-04-27,27,4,2003
4/28/2003,390,2003-04-28,28,4,2003
4/29/2003,289,2003-04-29,29,4,2003
4/30/2003,246,2003-04-30,30,4,2003
5/1/2003,43,2003-05-01,1,5,2003
5/2/2003,96,2003-05-02,2,5,2003
5/3/2003,38,2003-05-03,3,5,2003
5/4/2003,27,2003-05-04,4,5,2003
5/5/2003,328,2003-05-05,5,5,2003
5/6/2003,232,2003-05-06,6,5,2003
5/7/2003,231,2003-05-07,7,5,2003
5/8/2003,201,2003-05-08,8,5,2003
5/9/2003,154,2003-05-09,9,5,2003
5/10/2003,25,2003-05-10,10,5,2003
5/11/2003,43,2003-05-11,11,5,2003
5/12/2003,259,2003-05-12,12,5,2003
5/13/2003,244,2003-05-13,13,5,2003
5/14/2003,173,2003-05-14,14,5,2003
5/15/2003,182,2003-05-15,15,5,2003
5/16/2003,187,2003-05-16,16,5,2003
5/17/2003,20,2003-05-17,17,5,2003
5/18/2003,15,2003-05-18,18,5,2003
5/19/2003,195,2003-05-19,19,5,2003
5/20/2003,198,2003-05-20,20,5,2003
5/21/2003,193,2003-05-21,21,5,2003
5/22/2003,202,2003-05-22,22,5,2003
5/23/2003,131,2003-05-23,23,5,2003
5/24/2003,17,2003-05-24,24,5,2003
5/25/2003,12,2003-05-25,25,5,2003
5/26/2003,184,2003-05-26,26,5,2003
5/27/2003,163,2003-05-27,27,5,2003
5/28/2003,158,2003-05-28,28,5,2003
5/29/2003,109,2003-05-29,29,5,2003
5/30/2003,111,2003-05-30,30,5,2003
5/31/2003,9,2003-05-31,31,5,2003
6/1/2003,25,2003-06-01,1,6,2003
6/2/2003,151,2003-06-02,2,6,2003
6/3/2003,124,2003-06-03,3,6,2003
6/4/2003,134,2003-06-04,4,6,2003
6/5/2003,95,2003-06-05,5,6,2003
6/6/2003,107,2003-06-06,6,6,2003
6/7/2003,19,2003-06-07,7,6,2003
6/8/2003,14,2003-06-08,8,6,2003
6/9/2003,139,2003-06-09,9,6,2003
6/10/2003,91,2003-06-10,10,6,2003
6/11/2003,112,2003-06-11,11,6,2003
6/12/2003,95,2003-06-12,12,6,2003
6/13/2003,80,2003-06-13,13,6,2003
6/14/2003,11,2003-06-14,14,6,2003
6/15/2003,10,2003-06-15,15,6,2003
